"id","timestamp","location","aqi","pm25","pm10","co","so2","no2","o3"
"319","2025-11-15 01:22:52.233031+00","Gia Lai","62","15","26","589","17","106","16"
"320","2025-11-15 01:22:53.425284+00","Ha Nam","117","45","55","1000","16","35","9"
"321","2025-11-15 01:22:54.67742+00","Ha Nam Province","94","32","43","1000","17","38","8"
"322","2025-11-15 01:22:55.908969+00","Ha Noi","156","65","77","991","16","39","4"
"323","2025-11-15 01:22:57.073732+00","Hai Duong","98","33","50","681","11","27","8"
"324","2025-11-15 01:22:58.285279+00","Hai Phong","88","29","46","640","10","21","13"
"325","2025-11-15 01:23:00.184124+00","Ho Chi Minh","94","32","40","611","9","25","16"
"326","2025-11-15 01:23:01.381284+00","Hanoi","156","63","81","992","16","38","4"
"327","2025-11-15 01:23:02.602562+00","Hung Yen","87","28","36","1000","20","38","2"
"328","2025-11-15 01:23:03.820152+00","Hoa Binh Province","173","87","109","1000","14","36","3"
"329","2025-11-15 01:23:05.018701+00","Khanh Hoa","65","17","22","349","4","24","30"
"330","2025-11-15 01:23:06.274451+00","Lam Dong","58","13","19","220","1","3","28"
"331","2025-11-15 01:23:07.459719+00","Lang Son","84","27","44","470","4","14","5"
"332","2025-11-15 01:23:08.688949+00","Lang Son Province","86","28","40","469","6","20","5"
"333","2025-11-15 01:23:09.494159+00","Lao Cai","70","19","26","334","1","2","22"
"334","2025-11-15 01:23:10.749415+00","Long An","80","24","33","558","10","26","12"
"335","2025-11-15 01:23:11.93668+00","Nghe An","71","20","31","857","4","15","18"
"336","2025-11-15 01:23:13.190128+00","Ninh Binh","73","21","29","998","8","19","5"
"337","2025-11-15 01:23:14.414158+00","Ninh Thuan","62","15","19","210","1","5","37"
"338","2025-11-15 01:23:15.596638+00","Phu Tho","88","29","45","544","9","13","21"
"339","2025-11-15 01:23:16.83392+00","Quang Binh Province","82","26","34","546","1","9","30"
"340","2025-11-15 01:23:18.071826+00","Quang Nam","73","21","26","258","2","4","27"
"341","2025-11-15 01:23:19.271299+00","Quang Ngai","81","25","25","229","2","5","37"
"342","2025-11-15 01:23:20.449949+00","Quang Ninh","76","23","35","491","6","13","20"
"343","2025-11-15 01:23:21.754051+00","Quang Ninh Province","75","22","28","399","4","8","28"
"344","2025-11-15 01:23:21.910367+00","Quang Tri","75","22","28","399","4","8","28"
"345","2025-11-15 01:23:23.153114+00","Son La","112","40","55","753","14","23","13"
"346","2025-11-15 01:23:24.41938+00","Tay Ninh","71","20","29","450","6","17","20"
"347","2025-11-15 01:23:25.594204+00","Thai Binh","94","32","40","674","11","25","10"
"348","2025-11-15 01:23:26.759878+00","Thai Binh Province","86","28","40","762","12","25","10"
"349","2025-11-15 01:23:28.00111+00","Thua Thien Hue","58","13","21","250","2","7","28"
"350","2025-11-15 01:23:29.180733+00","Tra Vinh","69","19","26","305","2","6","37"
"351","2025-11-15 01:23:30.395165+00","Tuyen Quang Province","96","33","37","610","9","19","14"
"352","2025-11-15 01:23:31.585747+00","Vinh Long","84","26","35","582","6","19","13"
"353","2025-11-15 01:23:32.816423+00","Vinh Phuc","127","46","51","1000","16","35","5"
"354","2025-11-15 03:06:31.922308+00","Ba Ria Vung Tau","75","22","34","390","5","16","22"
"355","2025-11-15 03:06:39.480554+00","Bac Giang","72","20","37","447","10","16","24"
"356","2025-11-15 03:06:40.952833+00","Bac Ninh","113","42","54","724","12","31","3"
"357","2025-11-15 03:06:42.375841+00","Binh Dinh","65","17","24","292","5","18","34"
"358","2025-11-15 03:06:43.856823+00","Binh Duong","72","20","27","356","5","14","24"
"359","2025-11-15 03:06:46.736147+00","Can Tho","81","25","29","373","6","13","40"
"360","2025-11-15 03:06:48.168617+00","Cao Bang","88","29","48","525","2","12","4"
"361","2025-11-15 03:06:50.7815+00","Da Nang","59","14","24","271","2","8","43"
"362","2025-11-15 03:06:52.242191+00","Gia Lai","62","15","26","589","17","106","16"
"363","2025-11-15 03:06:53.689099+00","Ha Nam","117","45","55","1000","16","35","9"
"364","2025-11-15 03:06:56.7876+00","Ha Nam Province","139","51","60","740","16","26","32"
"365","2025-11-15 03:07:00.710179+00","Ha Noi","136","50","69","569","15","23","32"
"366","2025-11-15 03:07:02.161947+00","Hai Duong","98","33","50","681","11","27","8"
"367","2025-11-15 03:07:03.588978+00","Hai Phong","88","29","46","640","10","21","13"
"368","2025-11-15 03:07:05.041345+00","Ho Chi Minh","94","32","40","611","9","25","16"
"369","2025-11-15 03:07:10.315499+00","Hanoi","134","49","73","566","16","22","32"
"370","2025-11-15 03:07:11.73721+00","Hung Yen","87","28","36","1000","20","38","2"
"371","2025-11-15 03:07:13.190486+00","Hoa Binh Province","173","87","109","1000","14","36","3"
"372","2025-11-15 03:07:14.683386+00","Khanh Hoa","65","17","22","349","4","24","30"
"373","2025-11-15 03:07:16.141206+00","Lam Dong","58","13","19","220","1","3","28"
"374","2025-11-15 03:07:17.570329+00","Lang Son","84","27","44","470","4","14","5"
"375","2025-11-15 03:07:18.999035+00","Lang Son Province","86","28","40","469","6","20","5"
"376","2025-11-15 03:07:20.49251+00","Lao Cai","70","19","26","334","1","2","22"
"377","2025-11-15 03:07:21.913816+00","Long An","80","24","33","558","10","26","12"
"378","2025-11-15 03:07:23.369195+00","Nghe An","71","20","31","857","4","15","18"
"379","2025-11-15 03:07:25.942804+00","Ninh Binh","81","25","33","819","11","14","20"
"380","2025-11-15 03:07:27.41551+00","Ninh Thuan","62","15","19","210","1","5","37"
"381","2025-11-15 03:07:28.823681+00","Phu Tho","88","29","45","544","9","13","21"
"382","2025-11-15 03:07:30.235673+00","Quang Binh Province","82","26","34","546","1","9","30"
"383","2025-11-15 03:07:31.708426+00","Quang Nam","73","21","26","258","2","4","27"
"384","2025-11-15 03:07:32.358852+00","Quang Ngai","81","25","25","229","2","5","37"
"385","2025-11-15 03:07:33.138008+00","Quang Ninh","76","23","35","491","6","13","20"
"386","2025-11-15 03:07:34.61675+00","Quang Ninh Province","75","22","28","399","4","8","28"
"387","2025-11-15 03:07:34.765931+00","Quang Tri","75","22","28","399","4","8","28"
"388","2025-11-15 03:07:36.169665+00","Son La","112","40","55","753","14","23","13"
"389","2025-11-15 03:07:37.590226+00","Tay Ninh","71","20","29","450","6","17","20"
"390","2025-11-15 03:07:39.044357+00","Thai Binh","94","32","40","674","11","25","10"
"391","2025-11-15 03:07:40.517394+00","Thai Binh Province","86","28","40","762","12","25","10"
"392","2025-11-15 03:07:41.939486+00","Thua Thien Hue","58","13","21","250","2","7","28"
"393","2025-11-15 03:07:44.846646+00","Tra Vinh","88","29","36","390","6","17","40"
"394","2025-11-15 03:07:46.272962+00","Tuyen Quang Province","96","33","37","610","9","19","14"
"395","2025-11-15 03:07:47.701638+00","Vinh Long","84","26","35","582","6","19","13"
"396","2025-11-15 03:07:49.210671+00","Vinh Phuc","127","46","51","1000","16","35","5"
"397","2025-11-15 04:21:19.410018+00","Ba Ria Vung Tau","75","22","34","390","5","16","22"
"398","2025-11-15 04:21:19.572732+00","Bac Giang","72","20","37","447","10","16","24"
"399","2025-11-15 04:21:19.726182+00","Bac Ninh","113","42","54","724","12","31","3"
"400","2025-11-15 04:21:19.917763+00","Binh Dinh","65","17","24","292","5","18","34"
"401","2025-11-15 04:21:20.091814+00","Binh Duong","72","20","27","356","5","14","24"
"402","2025-11-15 04:21:20.24583+00","Can Tho","81","25","29","373","6","13","40"
"403","2025-11-15 04:21:20.429002+00","Cao Bang","88","29","48","525","2","12","4"
"404","2025-11-15 04:21:23.77724+00","Da Nang","56","12","24","234","1","8","48"
"405","2025-11-15 04:21:23.945347+00","Gia Lai","62","15","26","589","17","106","16"
"406","2025-11-15 04:21:24.129722+00","Ha Nam","117","45","55","1000","16","35","9"
"407","2025-11-15 04:21:24.340044+00","Ha Nam Province","139","51","60","740","16","26","32"
"408","2025-11-15 04:21:24.559468+00","Ha Noi","136","50","69","569","15","23","32"
"409","2025-11-15 04:21:24.727285+00","Hai Duong","98","33","50","681","11","27","8"
"410","2025-11-15 04:21:24.913094+00","Hai Phong","88","29","46","640","10","21","13"
"411","2025-11-15 04:21:25.10303+00","Ho Chi Minh","94","32","40","611","9","25","16"
"412","2025-11-15 04:21:27.292096+00","Hanoi","152","59","90","438","16","20","40"
"413","2025-11-15 04:21:27.43835+00","Hung Yen","87","28","36","1000","20","38","2"
"414","2025-11-15 04:21:27.577838+00","Hoa Binh Province","173","87","109","1000","14","36","3"
"415","2025-11-15 04:21:27.732014+00","Khanh Hoa","65","17","22","349","4","24","30"
"416","2025-11-15 04:21:27.877041+00","Lam Dong","58","13","19","220","1","3","28"
"417","2025-11-15 04:21:28.043114+00","Lang Son","84","27","44","470","4","14","5"
"418","2025-11-15 04:21:28.221453+00","Lang Son Province","86","28","40","469","6","20","5"
"419","2025-11-15 04:21:28.454213+00","Lao Cai","70","19","26","334","1","2","22"
"420","2025-11-15 04:21:28.602896+00","Long An","80","24","33","558","10","26","12"
"421","2025-11-15 04:21:28.755539+00","Nghe An","71","20","31","857","4","15","18"
"422","2025-11-15 04:21:28.913127+00","Ninh Binh","81","25","33","819","11","14","20"
"423","2025-11-15 04:21:29.077936+00","Ninh Thuan","62","15","19","210","1","5","37"
"424","2025-11-15 04:21:29.260993+00","Phu Tho","88","29","45","544","9","13","21"
"425","2025-11-15 04:21:29.444435+00","Quang Binh Province","82","26","34","546","1","9","30"
"426","2025-11-15 04:21:29.620345+00","Quang Nam","73","21","26","258","2","4","27"
"427","2025-11-15 04:21:29.812409+00","Quang Ngai","81","25","25","229","2","5","37"
"428","2025-11-15 04:21:29.969811+00","Quang Ninh","76","23","35","491","6","13","20"
"429","2025-11-15 04:21:30.172658+00","Quang Ninh Province","75","22","28","399","4","8","28"
"430","2025-11-15 04:21:30.337591+00","Quang Tri","75","22","28","399","4","8","28"
"431","2025-11-15 04:21:30.500543+00","Son La","112","40","55","753","14","23","13"
"432","2025-11-15 04:21:30.641002+00","Tay Ninh","71","20","29","450","6","17","20"
"433","2025-11-15 04:21:30.786511+00","Thai Binh","94","32","40","674","11","25","10"
"434","2025-11-15 04:21:30.965103+00","Thai Binh Province","86","28","40","762","12","25","10"
"435","2025-11-15 04:21:31.141327+00","Thua Thien Hue","58","13","21","250","2","7","28"
"436","2025-11-15 04:21:31.304518+00","Tra Vinh","88","29","36","390","6","17","40"
"437","2025-11-15 04:21:31.475821+00","Tuyen Quang Province","96","33","37","610","9","19","14"
"438","2025-11-15 04:21:31.678577+00","Vinh Long","84","26","35","582","6","19","13"
"439","2025-11-15 04:21:31.922335+00","Vinh Phuc","127","46","51","1000","16","35","5"
"440","2025-11-15 05:17:45.743017+00","Ba Ria Vung Tau","78","24","40","300","4","12","52"
"441","2025-11-15 05:17:46.948724+00","Bac Giang","72","20","37","447","10","16","24"
"442","2025-11-15 05:17:49.816497+00","Bac Ninh","75","22","34","316","11","14","32"
"443","2025-11-15 05:17:51.167866+00","Binh Dinh","66","17","22","351","6","29","42"
"444","2025-11-15 05:17:53.924122+00","Binh Duong","82","26","36","349","6","18","58"
"445","2025-11-15 05:17:55.201014+00","Can Tho","81","25","29","373","6","13","40"
"446","2025-11-15 05:17:58.931634+00","Cao Bang","68","18","40","376","2","5","26"
"447","2025-11-15 05:18:00.072397+00","Da Nang","56","12","24","234","1","8","48"
"448","2025-11-15 05:18:05.874394+00","Gia Lai","57","15","21","567","17","103","26"
"449","2025-11-15 05:18:07.740513+00","Ha Nam","95","32","50","589","13","16","46"
"450","2025-11-15 05:18:08.887734+00","Ha Nam Province","139","51","60","740","16","26","32"
"451","2025-11-15 05:18:10.141273+00","Ha Noi","136","50","69","569","15","23","32"
"452","2025-11-15 05:18:13.682737+00","Hai Duong","81","25","50","345","11","12","44"
"453","2025-11-15 05:18:20.307041+00","Hai Phong","79","24","50","367","10","12","42"
"454","2025-11-15 05:18:21.515472+00","Ho Chi Minh","94","32","40","611","9","25","16"
"455","2025-11-15 05:18:22.663107+00","Hanoi","152","59","90","438","16","20","40"
"456","2025-11-15 05:18:25.376205+00","Hung Yen","53","10","54","1000","14","14","11"
"457","2025-11-15 05:18:28.321159+00","Hoa Binh Province","137","50","77","370","14","16","44"
"458","2025-11-15 05:18:29.474828+00","Khanh Hoa","59","13","19","318","4","27","41"
"459","2025-11-15 05:18:32.863902+00","Lam Dong","44","8","15","173","1","5","43"
"460","2025-11-15 05:18:34.986797+00","Lang Son","71","20","40","364","5","7","33"
"461","2025-11-15 05:18:37.836536+00","Lang Son Province","68","18","30","298","7","9","38"
"462","2025-11-15 05:18:42.391532+00","Lao Cai","56","12","19","277","1","2","40"
"463","2025-11-15 05:18:46.458312+00","Long An","91","30","48","385","10","30","51"
"464","2025-11-15 05:18:48.886489+00","Nghe An","76","22","34","660","7","15","26"
"465","2025-11-15 05:18:50.134622+00","Ninh Binh","81","25","33","819","11","14","20"
"466","2025-11-15 05:18:52.40524+00","Ninh Thuan","55","11","19","196","1","9","50"
"467","2025-11-15 05:18:55.045891+00","Phu Tho","73","21","34","415","12","7","40"
"468","2025-11-15 05:19:01.920886+00","Quang Binh Province","75","22","34","402","1","9","35"
"469","2025-11-15 05:19:04.458725+00","Quang Nam","68","18","23","212","1","8","43"
"470","2025-11-15 05:19:09.21647+00","Quang Ngai","88","29","32","188","1","6","29"
"471","2025-11-15 05:19:11.927246+00","Quang Ninh","75","22","42","342","7","9","40"
"472","2025-11-15 05:19:14.385405+00","Quang Ninh Province","75","22","38","351","4","6","38"
"473","2025-11-15 05:19:14.522088+00","Quang Tri","75","22","38","351","4","6","38"
"474","2025-11-15 05:19:16.566217+00","Son La","92","31","52","410","14","11","50"
"475","2025-11-15 05:19:21.331956+00","Tay Ninh","73","21","34","369","8","17","65"
"476","2025-11-15 05:19:23.583714+00","Thai Binh","79","24","52","361","11","12","30"
"477","2025-11-15 05:19:25.894905+00","Thai Binh Province","77","23","55","411","10","12","30"
"478","2025-11-15 05:19:29.705779+00","Thua Thien Hue","60","14","24","211","1","6","37"
"479","2025-11-15 05:19:30.89312+00","Tra Vinh","88","29","36","390","6","17","40"
"480","2025-11-15 05:19:32.823336+00","Tuyen Quang Province","73","21","38","372","9","7","45"
"481","2025-11-15 05:19:34.78234+00","Vinh Long","82","26","36","358","6","15","56"
"482","2025-11-15 05:19:37.481141+00","Vinh Phuc","154","59","68","414","14","19","57"
"483","2025-11-15 06:25:58.086686+00","Ba Ria Vung Tau","75","22","34","390","5","16","22"
"484","2025-11-15 06:25:58.260777+00","Bac Giang","72","20","37","447","10","16","24"
"485","2025-11-15 06:25:58.425493+00","Bac Ninh","113","42","54","724","12","31","3"
"486","2025-11-15 06:25:58.593458+00","Binh Dinh","65","17","24","292","5","18","34"
"487","2025-11-15 06:25:58.739158+00","Binh Duong","72","20","27","356","5","14","24"
"488","2025-11-15 06:25:58.911573+00","Can Tho","81","25","29","373","6","13","40"
"489","2025-11-15 06:25:59.079129+00","Cao Bang","88","29","48","525","2","12","4"
"490","2025-11-15 06:25:59.235829+00","Da Nang","56","12","24","234","1","8","48"
"491","2025-11-15 06:25:59.422518+00","Gia Lai","62","15","26","589","17","106","16"
"492","2025-11-15 06:25:59.60723+00","Ha Nam","117","45","55","1000","16","35","9"
"493","2025-11-15 06:25:59.77241+00","Ha Nam Province","139","51","60","740","16","26","32"
"494","2025-11-15 06:25:59.999219+00","Ha Noi","136","50","69","569","15","23","32"
"495","2025-11-15 06:26:00.152789+00","Hai Duong","98","33","50","681","11","27","8"
"496","2025-11-15 06:26:00.313757+00","Hai Phong","88","29","46","640","10","21","13"
"497","2025-11-15 06:26:00.460011+00","Ho Chi Minh","94","32","40","611","9","25","16"
"498","2025-11-15 06:26:00.621313+00","Hanoi","152","59","90","438","16","20","40"
"499","2025-11-15 06:26:00.782403+00","Hung Yen","87","28","36","1000","20","38","2"
"500","2025-11-15 06:26:00.925317+00","Hoa Binh Province","173","87","109","1000","14","36","3"
"501","2025-11-15 06:26:01.085846+00","Khanh Hoa","65","17","22","349","4","24","30"
"502","2025-11-15 06:26:01.245637+00","Lam Dong","58","13","19","220","1","3","28"
"503","2025-11-15 06:26:01.429336+00","Lang Son","84","27","44","470","4","14","5"
"504","2025-11-15 06:26:01.583643+00","Lang Son Province","86","28","40","469","6","20","5"
"505","2025-11-15 06:26:01.814174+00","Lao Cai","70","19","26","334","1","2","22"
"506","2025-11-15 06:26:01.981085+00","Long An","80","24","33","558","10","26","12"
"507","2025-11-15 06:26:02.156852+00","Nghe An","71","20","31","857","4","15","18"
"508","2025-11-15 06:26:02.342198+00","Ninh Binh","81","25","33","819","11","14","20"
"509","2025-11-15 06:26:02.497067+00","Ninh Thuan","62","15","19","210","1","5","37"
"510","2025-11-15 06:26:02.6938+00","Phu Tho","88","29","45","544","9","13","21"
"511","2025-11-15 06:26:02.860844+00","Quang Binh Province","82","26","34","546","1","9","30"
"512","2025-11-15 06:26:03.015077+00","Quang Nam","73","21","26","258","2","4","27"
"513","2025-11-15 06:26:03.182708+00","Quang Ngai","81","25","25","229","2","5","37"
"514","2025-11-15 06:26:03.374652+00","Quang Ninh","76","23","35","491","6","13","20"
"515","2025-11-15 06:26:03.582783+00","Quang Ninh Province","75","22","28","399","4","8","28"
"516","2025-11-15 06:26:03.756345+00","Quang Tri","75","22","28","399","4","8","28"
"517","2025-11-15 06:26:03.916579+00","Son La","112","40","55","753","14","23","13"
"518","2025-11-15 06:26:04.080194+00","Tay Ninh","71","20","29","450","6","17","20"
"519","2025-11-15 06:26:04.247123+00","Thai Binh","94","32","40","674","11","25","10"
"520","2025-11-15 06:26:04.399251+00","Thai Binh Province","86","28","40","762","12","25","10"
"521","2025-11-15 06:26:04.55999+00","Thua Thien Hue","58","13","21","250","2","7","28"
"522","2025-11-15 06:26:04.735006+00","Tra Vinh","88","29","36","390","6","17","40"
"523","2025-11-15 06:26:04.872882+00","Tuyen Quang Province","96","33","37","610","9","19","14"
